ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,Year,Month,Quarter,Month_Name,Quarter_Name,Year_Month,Region,Revenue,Estimated_Cost,Estimated_Profit,Estimated_Profit_Margin,SALES_CATEGORY
10318,42,52.7,5,2213.4,2004-11-02,Shipped,4,11,2004,Motorcycles,60,S18_2625,Diecast Classics Inc.,2155551555,7586 Pompton St.,N/A,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,2004,11,4,November,Q4,2004-11,NA,2213.4,1512.0,701.4000000000001,31.688804554079695,Low
10329,38,100.0,12,5266.04,2004-11-15,Shipped,4,11,2004,Motorcycles,60,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,N/A,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,2004,11,4,November,Q4,2004-11,NA,5266.04,1368.0,3898.04,74.02222542935488,Medium
10339,30,62.16,1,1864.8,2004-11-23,Shipped,4,11,2004,Motorcycles,60,S18_2625,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,N/A,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,11,4,November,Q4,2004-11,Japan,1864.8,1080.0,784.8,42.084942084942085,Low
10362,23,49.67,3,1142.41,2005-01-05,Shipped,1,1,2005,Motorcycles,60,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,N/A,Burlingame,CA,94217,USA,NA,Hirano,Juri,Small,2005,1,1,January,Q1,2005-01,NA,1142.41,828.0,314.4100000000001,27.521642842762233,Low
10374,22,53.3,4,1172.6,2005-02-02,Shipped,1,2,2005,Motorcycles,60,S18_2625,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,N/A,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,2005,2,1,February,Q1,2005-02,APAC,1172.6,792.0,380.5999999999999,32.457786116322694,Low
10389,39,100.0,5,6981.0,2005-03-03,Shipped,1,3,2005,Motorcycles,60,S18_2625,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2005,3,1,March,Q1,2005-03,EMEA,6981.0,1404.0,5577.0,79.88826815642457,High
10402,55,55.72,2,3064.6,2005-04-07,Shipped,2,4,2005,Motorcycles,60,S18_2625,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",N/A,Paris,N/A,75016,France,EMEA,Perrier,Dominique,Medium,2005,4,2,April,Q2,2005-04,EMEA,3064.6,1980.0,1084.6,35.391241923905234,Medium
10417,36,61.18,6,2202.48,2005-05-13,Disputed,2,5,2005,Motorcycles,60,S18_2625,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,5,2,May,Q2,2005-05,EMEA,2202.48,1296.0,906.48,41.15724092840798,Low
10101,26,100.0,1,3773.38,2003-01-09,Shipped,1,1,2003,Vintage Cars,168,S18_2795,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,N/A,Frankfurt,N/A,60528,Germany,EMEA,Keitel,Roland,Medium,2003,1,1,January,Q1,2003-01,EMEA,3773.38,2620.7999999999997,1152.5800000000004,30.54502859505272,Medium
10110,31,100.0,1,5074.39,2003-03-18,Shipped,1,3,2003,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2003,3,1,March,Q1,2003-03,EMEA,5074.39,3124.7999999999997,1949.5900000000006,38.420184495082175,Medium
10125,34,100.0,2,6483.46,2003-05-21,Shipped,2,5,2003,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2003,5,2,May,Q2,2003-05,APAC,6483.46,3427.2,3056.26,47.139336095233105,High
10139,41,100.0,8,7956.46,2003-07-16,Shipped,3,7,2003,Vintage Cars,168,S18_2795,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Large,2003,7,3,July,Q3,2003-07,APAC,7956.46,4132.8,3823.66,48.05730186540245,High
10149,23,100.0,5,4230.62,2003-09-12,Shipped,3,9,2003,Vintage Cars,168,S18_2795,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,N/A,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium,2003,9,3,September,Q3,2003-09,NA,4230.62,2318.4,1912.2199999999998,45.19952158312493,Medium
10162,48,100.0,3,7209.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,168,S18_2795,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,N/A,San Francisco,CA,N/A,USA,NA,Brown,Julie,Large,2003,10,4,October,Q4,2003-10,NA,7209.12,4838.4,2370.7200000000003,32.885012317730876,High
10173,22,100.0,7,3452.68,2003-11-05,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,N/A,Bergamo,N/A,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,11,4,November,Q4,2003-11,EMEA,3452.68,2217.6,1235.08,35.77163247100803,Medium
10182,21,100.0,4,3047.73,2003-11-12,Shipped,4,11,2003,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2003,11,4,November,Q4,2003-11,NA,3047.73,2116.7999999999997,930.9300000000003,30.54502859505272,Medium
10193,22,100.0,8,3675.32,2003-11-21,Shipped,4,11,2003,Vintage Cars,168,S18_2795,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,N/A,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,2003,11,4,November,Q4,2003-11,APAC,3675.32,2217.6,1457.7200000000003,39.66239674368491,Medium
10205,40,100.0,3,7492.4,2003-12-03,Shipped,4,12,2003,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Large,2003,12,4,December,Q4,2003-12,EMEA,7492.4,4032.0,3460.3999999999996,46.18546794084672,High
10214,50,100.0,1,9534.5,2004-01-26,Shipped,1,1,2004,Vintage Cars,168,S18_2795,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",N/A,Madrid,N/A,28023,Spain,EMEA,Sommer,Mart¡n,Large,2004,1,1,January,Q1,2004-01,EMEA,9534.5,5040.0,4494.5,47.139336095233105,High
10227,29,100.0,4,5579.02,2004-03-02,Shipped,1,3,2004,Vintage Cars,168,S18_2795,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",N/A,Lyon,N/A,69004,France,EMEA,Saveley,Mary,Medium,2004,3,1,March,Q1,2004-03,EMEA,5579.02,2923.2,2655.8200000000006,47.60370100842084,Medium
10244,43,100.0,8,5950.34,2004-04-29,Shipped,2,4,2004,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,4,2,April,Q2,2004-04,EMEA,5950.34,4334.4,1615.9400000000005,27.15710362769187,Medium
10255,24,100.0,1,3726.0,2004-06-04,Shipped,2,6,2004,Vintage Cars,168,S18_2795,Mini Caravy,88.60.1555,"24, place Kluber",N/A,Strasbourg,N/A,67000,France,EMEA,Citeaux,Frederique,Medium,2004,6,2,June,Q2,2004-06,EMEA,3726.0,2419.2,1306.8000000000002,35.072463768115945,Medium
10280,22,100.0,10,4455.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,168,S18_2795,Amica Models & Co.,011-4988555,Via Monte Bianco 34,N/A,Torino,N/A,10100,Italy,EMEA,Accorti,Paolo,Medium,2004,8,3,August,Q3,2004-08,EMEA,4455.0,2217.6,2237.4,50.22222222222222,Medium
10289,43,100.0,3,8272.34,2004-09-03,Shipped,3,9,2004,Vintage Cars,168,S18_2795,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,EMEA,Oeztan,Veysel,Large,2004,9,3,September,Q3,2004-09,EMEA,8272.34,4334.4,3937.9400000000005,47.60370100842084,High
10304,20,100.0,14,3577.6,2004-10-11,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",N/A,Versailles,N/A,78000,France,EMEA,Tonini,Daniel,Medium,2004,10,4,October,Q4,2004-10,EMEA,3577.6,2016.0,1561.6,43.64937388193202,Medium
10312,25,100.0,11,3881.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2004,10,4,October,Q4,2004-10,NA,3881.25,2520.0,1361.25,35.07246376811594,Medium
10322,36,100.0,2,5797.44,2004-11-04,Shipped,4,11,2004,Vintage Cars,168,S18_2795,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2004,11,4,November,Q4,2004-11,NA,5797.44,3628.7999999999997,2168.64,37.40685543964232,Medium
10332,24,52.67,1,1264.08,2004-11-17,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,N/A,Manchester,N/A,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,11,4,November,Q4,2004-11,EMEA,1264.08,2419.2,-1155.12,-91.3802923865578,Low
10347,21,100.0,6,4815.3,2004-11-29,Shipped,4,11,2004,Vintage Cars,168,S18_2795,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11,4,November,Q4,2004-11,APAC,4815.3,2116.7999999999997,2698.5000000000005,56.04012211077192,Medium
10356,30,100.0,1,4462.2,2004-12-09,Shipped,4,12,2004,Vintage Cars,168,S18_2795,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,N/A,Paris,N/A,75508,France,EMEA,Da Cunha,Daniel,Medium,2004,12,4,December,Q4,2004-12,EMEA,4462.2,3024.0,1438.1999999999998,32.23073820088745,Medium
10367,32,94.79,7,3033.28,2005-01-12,Resolved,1,1,2005,Vintage Cars,168,S18_2795,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,N/A,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,2005,1,1,January,Q1,2005-01,NA,3033.28,3225.6,-192.3199999999997,-6.3403312585715685,Medium
10380,21,47.18,8,990.78,2005-02-16,Shipped,1,2,2005,Vintage Cars,168,S18_2795,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Small,2005,2,1,February,Q1,2005-02,EMEA,990.78,2116.7999999999997,-1126.0199999999998,-113.64985163204746,Low
10390,26,78.11,7,2030.86,2005-03-04,Shipped,1,3,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,2005,3,1,March,Q1,2005-03,NA,2030.86,2620.7999999999997,-589.9399999999998,-29.048777365254118,Low
10421,35,100.0,1,5433.75,2005-05-29,In Process,2,5,2005,Vintage Cars,168,S18_2795,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2005,5,2,May,Q2,2005-05,NA,5433.75,3528.0,1905.75,35.07246376811594,Medium
10109,26,100.0,1,3157.44,2003-03-10,Shipped,1,3,2003,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,2003,3,1,March,Q1,2003-03,NA,3157.44,2059.2,1098.2400000000002,34.78260869565218,Medium
10123,46,100.0,3,5161.2,2003-05-20,Shipped,2,5,2003,Classic Cars,132,S18_2870,Atelier graphique,40.32.2555,"54, rue Royale",N/A,Nantes,N/A,44000,France,EMEA,Schmitt,Carine,Medium,2003,5,2,May,Q2,2003-05,EMEA,5161.2,3643.2,1518.0,29.411764705882355,Medium
10137,37,100.0,3,4346.76,2003-07-10,Shipped,3,7,2003,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,N/A,Reims,N/A,51100,France,EMEA,Henriot,Paul,Medium,2003,7,3,July,Q3,2003-07,EMEA,4346.76,2930.4,1416.3600000000001,32.58426966292135,Medium
10148,27,100.0,10,3528.36,2003-09-11,Shipped,3,9,2003,Classic Cars,132,S18_2870,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2003,9,3,September,Q3,2003-09,APAC,3528.36,2138.4,1389.96,39.39393939393939,Medium
10161,23,100.0,9,3187.8,2003-10-17,Shipped,4,10,2003,Classic Cars,132,S18_2870,Heintze Collectables,86 21 3555,Smagsloget 45,N/A,Aaarhus,N/A,8200,Denmark,EMEA,Ibsen,Palle,Medium,2003,10,4,October,Q4,2003-10,EMEA,3187.8,1821.6,1366.2000000000003,42.85714285714287,Medium
10172,39,100.0,7,6023.16,2003-11-05,Shipped,4,11,2003,Classic Cars,132,S18_2870,Gift Depot Inc.,2035552570,25593 South Bay Ln.,N/A,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,2003,11,4,November,Q4,2003-11,NA,6023.16,3088.7999999999997,2934.36,48.71794871794872,High
10181,27,100.0,3,3884.76,2003-11-12,Shipped,4,11,2003,Classic Cars,132,S18_2870,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",N/A,Bergen,N/A,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,2003,11,4,November,Q4,2003-11,EMEA,3884.76,2138.4,1746.3600000000001,44.95412844036697,Medium
10192,38,100.0,8,4965.84,2003-11-20,Shipped,4,11,2003,Classic Cars,132,S18_2870,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2003,11,4,November,Q4,2003-11,NA,4965.84,3009.6,1956.2400000000002,39.3939393939394,Medium
10204,27,100.0,14,4169.88,2003-12-02,Shipped,4,12,2003,Classic Cars,132,S18_2870,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,2003,12,4,December,Q4,2003-12,NA,4169.88,2138.4,2031.48,48.717948717948715,Medium
10212,40,100.0,7,4910.4,2004-01-16,Shipped,1,1,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,1,1,January,Q1,2004-01,EMEA,4910.4,3168.0,1742.3999999999996,35.48387096774193,Medium
10226,24,100.0,5,3231.36,2004-02-26,Shipped,1,2,2004,Classic Cars,132,S18_2870,Collectable Mini Designs Co.,7605558146,361 Furth Circle,N/A,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,2004,2,1,February,Q1,2004-02,NA,3231.36,1900.8,1330.5600000000002,41.1764705882353,Medium
10241,44,100.0,12,6853.44,2004-04-13,Shipped,2,4,2004,Classic Cars,132,S18_2870,Mini Caravy,88.60.1555,"24, place Kluber",N/A,Strasbourg,N/A,67000,France,EMEA,Citeaux,Frederique,Medium,2004,4,2,April,Q2,2004-04,EMEA,6853.44,3484.7999999999997,3368.64,49.152542372881356,High
10253,37,100.0,2,5177.04,2004-06-01,Cancelled,2,6,2004,Classic Cars,132,S18_2870,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,N/A,Liverpool,N/A,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2004,6,2,June,Q2,2004-06,EMEA,5177.04,2930.4,2246.64,43.39622641509433,Medium
10266,20,100.0,3,2824.8,2004-07-06,Shipped,3,7,2004,Classic Cars,132,S18_2870,L'ordine Souveniers,0522-556555,Strada Provinciale 124,N/A,Reggio Emilia,N/A,42100,Italy,EMEA,Moroni,Maurizio,Small,2004,7,3,July,Q3,2004-07,EMEA,2824.8,1584.0,1240.8000000000002,43.925233644859816,Low
10278,39,100.0,3,4324.32,2004-08-06,Shipped,3,8,2004,Classic Cars,132,S18_2870,Signal Gift Stores,7025551838,8489 Strong St.,N/A,Las Vegas,NV,83030,USA,NA,King,Sue,Medium,2004,8,3,August,Q3,2004-08,NA,4324.32,3088.7999999999997,1235.52,28.571428571428577,Medium
10287,44,100.0,1,5052.96,2004-08-30,Shipped,3,8,2004,Classic Cars,132,S18_2870,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,N/A,Gensve,N/A,1203,Switzerland,EMEA,Holz,Michael,Medium,2004,8,3,August,Q3,2004-08,EMEA,5052.96,3484.7999999999997,1568.1600000000003,31.034482758620697,Medium
10301,22,100.0,5,3223.44,2003-10-05,Shipped,4,10,2003,Classic Cars,132,S18_2870,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",N/A,Oslo,N/A,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,2003,10,4,October,Q4,2003-10,EMEA,3223.44,1742.3999999999999,1481.0400000000002,45.94594594594595,Medium
10311,43,100.0,10,5278.68,2004-10-16,Shipped,4,10,2004,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,10,4,October,Q4,2004-10,EMEA,5278.68,3405.6,1873.0800000000004,35.48387096774194,Medium
10321,27,100.0,7,2851.2,2004-11-04,Shipped,4,11,2004,Classic Cars,132,S18_2870,FunGiftIdeas.com,5085552555,1785 First Street,N/A,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small,2004,11,4,November,Q4,2004-11,NA,2851.2,2138.4,712.7999999999997,24.999999999999993,Low
10331,26,64.9,10,1687.4,2004-11-17,Shipped,4,11,2004,Classic Cars,132,S18_2870,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,N/A,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Small,2004,11,4,November,Q4,2004-11,NA,1687.4,2059.2,-371.7999999999997,-22.03389830508473,Low
10343,25,52.32,3,1308.0,2004-11-24,Shipped,4,11,2004,Classic Cars,132,S18_2870,Reims Collectables,26.47.1555,59 rue de l'Abbaye,N/A,Reims,N/A,51100,France,EMEA,Henriot,Paul,Small,2004,11,4,November,Q4,2004-11,EMEA,1308.0,1980.0,-672.0,-51.37614678899083,Low
10366,49,100.0,2,6144.6,2005-01-10,Shipped,1,1,2005,Classic Cars,132,S18_2870,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",N/A,Charleroi,N/A,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium,2005,1,1,January,Q1,2005-01,EMEA,6144.6,3880.7999999999997,2263.8000000000006,36.842105263157904,High
10379,29,100.0,5,5127.2,2005-02-10,Shipped,1,2,2005,Classic Cars,132,S18_2870,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2,1,February,Q1,2005-02,EMEA,5127.2,2296.7999999999997,2830.4,55.203619909502265,Medium
10407,41,100.0,12,6386.16,2005-04-22,On Hold,2,4,2005,Classic Cars,132,S18_2870,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,2005,4,2,April,Q2,2005-04,NA,6386.16,3247.2,3138.96,49.152542372881356,High
10419,55,100.0,2,7695.6,2005-05-17,Shipped,2,5,2005,Classic Cars,132,S18_2870,Salzburg Collectables,6562-9555,Geislweg 14,N/A,Salzburg,N/A,5020,Austria,EMEA,Pipps,Georg,Large,2005,5,2,May,Q2,2005-05,EMEA,7695.6,4356.0,3339.6000000000004,43.39622641509434,High
10103,27,83.07,12,2242.89,2003-01-29,Shipped,1,1,2003,Vintage Cars,101,S18_2949,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,N/A,Stavern,N/A,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1,1,January,Q1,2003-01,EMEA,2242.89,1636.2,606.6899999999998,27.049476345250987,Low
10112,23,100.0,2,2539.89,2003-03-24,Shipped,1,3,2003,Vintage Cars,101,S18_2949,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,N/A,Lule,N/A,S-958 22,Sweden,EMEA,Berglund,Christina,Small,2003,3,1,March,Q1,2003-03,EMEA,2539.89,1393.8,1146.09,45.12360771529475,Low
10126,31,90.17,12,2795.27,2003-05-28,Shipped,2,5,2003,Vintage Cars,101,S18_2949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",N/A,Madrid,N/A,28023,Spain,EMEA,Sommer,Mart¡n,Small,2003,5,2,May,Q2,2003-05,EMEA,2795.27,1878.6,916.6700000000001,32.793612066097374,Low
10139,46,100.0,1,5545.76,2003-07-16,Shipped,3,7,2003,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2003,7,3,July,Q3,2003-07,APAC,5545.76,2787.6,2758.1600000000003,49.734571997345725,Medium
10150,47,91.18,9,4285.46,2003-09-19,Shipped,3,9,2003,Vintage Cars,101,S18_2949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",N/A,Singapore,N/A,79903,Singapore,Japan,Natividad,Eric,Medium,2003,9,3,September,Q3,2003-09,Japan,4285.46,2848.2,1437.2600000000002,33.53805659135776,Medium
10163,31,100.0,2,3329.09,2003-10-20,Shipped,4,10,2003,Vintage Cars,101,S18_2949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium,2003,10,4,October,Q4,2003-10,NA,3329.09,1878.6,1450.4900000000002,43.57016481981563,Medium
10174,46,100.0,5,5592.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,N/A,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,2003,11,4,November,Q4,2003-11,APAC,5592.22,2787.6,2804.6200000000003,50.152175701242086,Medium
10183,37,89.15,9,3298.55,2003-11-13,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Classic Gift Ideas, Inc",2155554695,782 First Street,N/A,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,2003,11,4,November,Q4,2003-11,NA,3298.55,2242.2,1056.3500000000004,32.02467750981493,Medium
10193,28,93.21,1,2609.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,101,S18_2949,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,N/A,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,2003,11,4,November,Q4,2003-11,APAC,2609.88,1696.8,913.0800000000002,34.98551657547474,Low
10206,37,90.17,7,3336.29,2003-12-05,Shipped,4,12,2003,Vintage Cars,101,S18_2949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,N/A,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,2003,12,4,December,Q4,2003-12,NA,3336.29,2242.2,1094.0900000000001,32.793612066097374,Medium
10215,49,100.0,4,5510.05,2004-01-29,Shipped,1,1,2004,Vintage Cars,101,S18_2949,West Coast Collectables Co.,3105553722,3675 Furth Circle,N/A,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium,2004,1,1,January,Q1,2004-01,NA,5510.05,2969.4,2540.65,46.109381947532235,Medium
10228,24,100.0,3,2504.4,2004-03-10,Shipped,1,3,2004,Vintage Cars,101,S18_2949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,N/A,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Small,2004,3,1,March,Q1,2004-03,NA,2504.4,1454.3999999999999,1050.0000000000002,41.9262098706277,Low
10244,30,100.0,1,3525.6,2004-04-29,Shipped,2,4,2004,Vintage Cars,101,S18_2949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",N/A,Madrid,N/A,28034,Spain,EMEA,Freyre,Diego,Medium,2004,4,2,April,Q2,2004-04,EMEA,3525.6,1818.0,1707.6,48.43430905377808,Medium
10257,50,88.14,1,4407.0,2004-06-14,Shipped,2,6,2004,Vintage Cars,101,S18_2949,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,N/A,San Jose,CA,94217,USA,NA,Frick,Sue,Medium,2004,6,2,June,Q2,2004-06,NA,4407.0,3030.0,1377.0,31.24574540503744,Medium
10270,31,96.24,10,2983.44,2004-07-19,Shipped,3,7,2004,Vintage Cars,101,S18_2949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,2004,7,3,July,Q3,2004-07,APAC,2983.44,1878.6,1104.8400000000001,37.03241895261846,Low
10280,46,100.0,3,5126.24,2004-08-17,Shipped,3,8,2004,Vintage Cars,101,S18_2949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,N/A,Torino,N/A,10100,Italy,EMEA,Accorti,Paolo,Medium,2004,8,3,August,Q3,2004-08,EMEA,5126.24,2787.6,2338.64,45.62096195262024,Medium
10291,47,100.0,12,5713.79,2004-09-08,Shipped,3,9,2004,Vintage Cars,101,S18_2949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,N/A,Boras,N/A,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,2004,9,3,September,Q3,2004-09,EMEA,5713.79,2848.2,2865.59,50.152175701242086,Medium
10304,46,100.0,7,4613.8,2004-10-11,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",N/A,Versailles,N/A,78000,France,EMEA,Tonini,Daniel,Medium,2004,10,4,October,Q4,2004-10,EMEA,4613.8,2787.6,1826.2000000000003,39.581256231306085,Medium
10312,37,100.0,4,3711.1,2004-10-21,Shipped,4,10,2004,Vintage Cars,101,S18_2949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,N/A,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2004,10,4,October,Q4,2004-10,NA,3711.1,2242.2,1468.9,39.581256231306085,Medium
10322,33,100.0,12,3524.73,2004-11-04,Shipped,4,11,2004,Vintage Cars,101,S18_2949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,N/A,Nashua,NH,62005,USA,NA,Young,Valarie,Medium,2004,11,4,November,Q4,2004-11,NA,3524.73,1999.8,1524.93,43.2637393502481,Medium
